Season,Set,CardNumber,PlayerName,Team,Position,Rookie,CardName,FairValue,NumSales,Min,Max,Trend,Top3Prices,LastScraped
2013-14,2013-14 Upper Deck Young Guns,224,Richard Panik,Tampa Bay Lightning,,Y,2013-14 Upper Deck - Young Guns #224 - Richard Panik,3.3,1.0,3.3,3.3,insufficient data,$3.3,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,225,Boone Jenner,Columbus Blue Jackets,,Y,2013-14 Upper Deck - Young Guns #225 - Boone Jenner,3.3,10.0,3.0,9.54,down,$3.3 | $3.49 | $5.1,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,226,Ryan Murray,Columbus Blue Jackets,,Y,2013-14 Upper Deck - Young Guns #226 - Ryan Murray,3.3,3.0,3.3,10.63,down,$3.3 | $4.04 | $10.63,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,227,Danny DeKeyser,Detroit Red Wings,,Y,2013-14 Upper Deck - Young Guns #227 - Danny DeKeyser,2.57,6.0,2.57,5.99,down,$3.3 | $3.49 | $2.57,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,228,Seth Jones,Nashville Predators,,Y,2013-14 Upper Deck - Young Guns #228 - Seth Jones,5.1,23.0,3.3,17.17,stable,$3.3 | $5.1 | $6.27,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,229,Joakim Nordstrom,Chicago Blackhawks,,Y,2013-14 Upper Deck - Young Guns #229 - Joakim Nordstrom,5.1,6.0,1.35,5.1,up,$5.1 | $4.04 | $2.61,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,230,Vladimir Tarasenko,St. Louis Blues,,Y,2013-14 Upper Deck - Young Guns #230 - Vladimir Tarasenko,20.93,14.0,7.33,44.43,stable,$20.93 | $27.92 | $13.92,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,231,Mathew Dumba,Minnesota Wild,,Y,2013-14 Upper Deck - Young Guns #231 - Mathew Dumba,3.3,10.0,2.93,14.98,down,$3.3 | $5.1 | $14.21,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,232,Justin Fontaine,Minnesota Wild,,Y,2013-14 Upper Deck - Young Guns #232 - Justin Fontaine,10.9,7.0,1.59,10.9,up,$5.1 | $1.59 | $10.9,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,233,Charlie Coyle,Minnesota Wild,,Y,2013-14 Upper Deck - Young Guns #233 - Charlie Coyle,5.1,16.0,2.2,10.2,up,$2.2 | $3.3 | $5.1,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,234,Jonas Brodin,Minnesota Wild,,Y,2013-14 Upper Deck - Young Guns #234 - Jonas Brodin,3.3,12.0,2.94,8.82,down,$3.3 | $5.1 | $3.3,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,235,Alex Chiasson,Dallas Stars,,Y,2013-14 Upper Deck - Young Guns #235 - Alex Chiasson,2.93,10.0,1.47,8.63,down,$2.93 | $5.1 | $4.41,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,236,Valeri Nichushkin,Dallas Stars,,Y,2013-14 Upper Deck - Young Guns #236 - Valeri Nichushkin,6.5,12.0,2.99,10.28,up,$3.3 | $5.1 | $6.5,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,237,Jacob Trouba,Winnipeg Jets,,Y,2013-14 Upper Deck - Young Guns #237 - Jacob Trouba,3.3,12.0,2.93,14.0,down,$3.3 | $5.1 | $3.67,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,238,Nathan MacKinnon,Colorado Avalanche,,Y,2013-14 Upper Deck - Young Guns #238 - Nathan MacKinnon,890.06,33.0,202.5,1036.94,stable,$890.06 | $1036.94 | $429.39,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,239,Lucas Lessio,Phoenix Coyotes,,Y,2013-14 Upper Deck - Young Guns #239 - Lucas Lessio,2.28,4.0,2.28,4.04,down,$3.3 | $2.28 | $4.04,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,240,Justin Schultz,Edmonton Oilers,,Y,2013-14 Upper Deck - Young Guns #240 - Justin Schultz,3.3,6.0,2.56,5.99,stable,$2.93 | $3.3 | $5.1,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,241,Nail Yakupov,Edmonton Oilers,,Y,2013-14 Upper Deck - Young Guns #241 - Nail Yakupov,6.92,18.0,2.2,14.32,up,$6.92 | $3.3 | $5.1,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,242,Sean Monahan,Calgary Flames,,Y,2013-14 Upper Deck - Young Guns #242 - Sean Monahan,5.1,15.0,3.3,20.36,up,$3.3 | $5.1 | $4.3,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,243,Sami Vatanen,Anaheim Ducks,,Y,2013-14 Upper Deck - Young Guns #243 - Sami Vatanen,14.73,6.0,2.32,14.73,up,$5.1 | $10.9 | $14.73,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,244,Viktor Fasth,Anaheim Ducks,,Y,2013-14 Upper Deck - Young Guns #244 - Viktor Fasth,1.5,9.0,1.5,8.07,down,$3.3 | $5.1 | $1.5,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,245,Emerson Etem,Anaheim Ducks,,Y,2013-14 Upper Deck - Young Guns #245 - Emerson Etem,58.4,2.0,47.18,58.4,up,$58.4 | $47.18,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,246,Tyler Toffoli,Los Angeles Kings,,Y,2013-14 Upper Deck - Young Guns #246 - Tyler Toffoli,18.57,21.0,3.3,25.0,up,$3.3 | $5.1 | $18.57,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,247,Matt Nieto,San Jose Sharks,,Y,2013-14 Upper Deck - Young Guns #247 - Matt Nieto,1.17,1.0,1.17,1.17,insufficient data,$1.17,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,248,Tomas Hertl,San Jose Sharks,,Y,2013-14 Upper Deck - Young Guns #248 - Tomas Hertl,10.23,25.0,3.3,25.0,up,$3.3 | $5.1 | $10.23,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,249,Nicklas Jensen,Vancouver Canucks,,Y,2013-14 Upper Deck - Young Guns #249 - Nicklas Jensen,5.1,3.0,1.47,5.1,up,$5.1 | $2.34 | $1.47,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,250,Nathan MacKinnon/Seth Jones/Alex Galchenyuk CL,Colorado Avalanche/Nashville Predators/Montreal Canadiens,,Y,2013-14 Upper Deck - Young Guns #250 - Nathan MacKinnon/Seth Jones/Alex Galchenyuk CL,,,,,,,
2013-14,2013-14 Upper Deck Young Guns,451,Filip Forsberg,Nashville Predators,,Y,2013-14 Upper Deck - Young Guns #451 - Filip Forsberg,63.08,11.0,14.7,76.19,up,$30.66 | $28.64 | $63.08,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,452,Dylan McIlrath,New York Rangers,,Y,2013-14 Upper Deck - Young Guns #452 - Dylan McIlrath,4.57,4.0,3.3,5.1,stable,$3.3 | $5.1 | $4.57,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,453,Michael Bournival,Montreal Canadiens,,Y,2013-14 Upper Deck - Young Guns #453 - Michael Bournival,3.3,4.0,3.3,5.99,down,$3.3 | $5.1 | $5.14,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,454,Michael Sgarbossa,Colorado Avalanche,,Y,2013-14 Upper Deck - Young Guns #454 - Michael Sgarbossa,3.3,5.0,1.96,5.99,stable,$3.3 | $5.1 | $1.96,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,455,Martin Marincin,Edmonton Oilers,,Y,2013-14 Upper Deck - Young Guns #455 - Martin Marincin,3.3,4.0,3.3,5.86,down,$3.3 | $5.1 | $5.86,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,456,Ryan Spooner,Boston Bruins,,Y,2013-14 Upper Deck - Young Guns #456 - Ryan Spooner,2.0,7.0,2.0,6.61,down,$3.3 | $5.1 | $2.0,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,457,Mark Pysyk,Buffalo Sabres,,Y,2013-14 Upper Deck - Young Guns #457 - Mark Pysyk,6.61,7.0,2.2,6.61,up,$3.3 | $5.1 | $6.61,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,458,Freddie Hamilton,San Jose Sharks,,Y,2013-14 Upper Deck - Young Guns #458 - Freddie Hamilton,3.3,5.0,2.8,5.99,stable,$3.3 | $5.1 | $2.8,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,459,Joacim Eriksson,Vancouver Canucks,,Y,2013-14 Upper Deck - Young Guns #459 - Joacim Eriksson,3.3,4.0,3.3,5.99,down,$3.3 | $5.1 | $3.99,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,460,Christian Thomas,Montreal Canadiens,,Y,2013-14 Upper Deck - Young Guns #460 - Christian Thomas,3.3,5.0,3.3,5.99,down,$3.3 | $5.1 | $5.46,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,461,Reto Berra,Calgary Flames,,Y,2013-14 Upper Deck - Young Guns #461 - Reto Berra,3.3,5.0,3.3,6.61,down,$3.3 | $5.1 | $6.61,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,462,Frederik Andersen,Anaheim Ducks,,Y,2013-14 Upper Deck - Young Guns #462 - Frederik Andersen,37.44,10.0,9.54,37.44,up,$31.68 | $37.44 | $22.02,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,463,Mark Arcobello,Edmonton Oilers,,Y,2013-14 Upper Deck - Young Guns #463 - Mark Arcobello,2.93,3.0,2.93,5.1,down,$2.93 | $3.3 | $5.1,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,464,Jon Merrill,New Jersey Devils,,Y,2013-14 Upper Deck - Young Guns #464 - Jon Merrill,2.2,6.0,2.2,12.18,down,$3.3 | $5.1 | $2.2,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,465,Linden Vey,Los Angeles Kings,,Y,2013-14 Upper Deck - Young Guns #465 - Linden Vey,3.3,3.0,3.3,12.14,down,$3.3 | $10.93 | $12.14,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,466,Petr Mrazek,Detroit Red Wings,,Y,2013-14 Upper Deck - Young Guns #466 - Petr Mrazek,22.49,11.0,3.3,25.28,up,$3.3 | $5.1 | $22.49,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,467,Philipp Grubauer,Washington Capitals,,Y,2013-14 Upper Deck - Young Guns #467 - Philipp Grubauer,25.15,9.0,3.3,25.15,up,$3.3 | $5.1 | $25.15,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,468,Marek Mazanec,Nashville Predators,,Y,2013-14 Upper Deck - Young Guns #468 - Marek Mazanec,5.1,6.0,2.19,5.99,stable,$3.3 | $5.1 | $5.5,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,469,Elias Lindholm,Carolina Hurricanes,,Y,2013-14 Upper Deck - Young Guns #469 - Elias Lindholm,5.1,11.0,5.1,30.48,down,$5.1 | $14.69 | $16.14,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,470,Aleksander Barkov,Florida Panthers,,Y,2013-14 Upper Deck - Young Guns #470 - Aleksander Barkov,88.78,6.0,51.0,133.66,stable,$88.78 | $91.43 | $74.99,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,471,Nikita Zadorov,Buffalo Sabres,,Y,2013-14 Upper Deck - Young Guns #471 - Nikita Zadorov,12.62,9.0,5.1,23.39,stable,$5.1 | $18.36 | $12.62,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,472,Taylor Beck,Nashville Predators,,Y,2013-14 Upper Deck - Young Guns #472 - Taylor Beck,5.1,3.0,2.58,5.1,up,$3.3 | $5.1 | $2.58,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,473,Jack Campbell,Dallas Stars,,Y,2013-14 Upper Deck - Young Guns #473 - Jack Campbell,3.3,11.0,3.3,21.89,down,$3.3 | $5.1 | $17.55,2026-02-15 02:10
2013-14,2013-14 Upper Deck Young Guns,474,Mikael Granlund,Minnesota Wild,,Y,2013-14 Upper Deck - Young Guns #474 - Mikael Granlund,13.9,12.0,5.1,22.27,up,$11.5 | $13.9 | $5.1,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,475,Cody Ceci,Ottawa Senators,,Y,2013-14 Upper Deck - Young Guns #475 - Cody Ceci,3.3,8.0,2.93,14.17,down,$3.3 | $5.1 | $4.77,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,476,Tomas Jurco,Detroit Red Wings,,Y,2013-14 Upper Deck - Young Guns #476 - Tomas Jurco,3.3,8.0,1.99,6.22,down,$3.3 | $5.1 | $4.9,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,477,Brendan Gallagher,Montreal Canadiens,,Y,2013-14 Upper Deck - Young Guns #477 - Brendan Gallagher,20.0,9.0,20.0,67.56,down,$20.0 | $67.56 | $26.0,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,478,Jarred Tinordi,Montreal Canadiens,,Y,2013-14 Upper Deck - Young Guns #478 - Jarred Tinordi,3.3,13.0,2.95,12.22,down,$3.3 | $4.41 | $5.1,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,479,Josh Leivo,Toronto Maple Leafs,,Y,2013-14 Upper Deck - Young Guns #479 - Josh Leivo,3.3,6.0,3.3,6.59,down,$3.3 | $5.1 | $4.9,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,480,Rickard Rakell,Anaheim Ducks,,Y,2013-14 Upper Deck - Young Guns #480 - Rickard Rakell,13.5,10.0,5.1,27.76,stable,$5.1 | $13.5 | $27.76,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,481,Ondrej Palat,Tampa Bay Lightning,,Y,2013-14 Upper Deck - Young Guns #481 - Ondrej Palat,3.3,11.0,3.25,15.15,down,$3.3 | $5.1 | $5.13,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,482,Ryan Strome,New York Islanders,,Y,2013-14 Upper Deck - Young Guns #482 - Ryan Strome,12.24,8.0,3.3,12.24,up,$3.3 | $5.1 | $12.24,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,483,Nikita Kucherov,Tampa Bay Lightning,,Y,2013-14 Upper Deck - Young Guns #483 - Nikita Kucherov,220.31,18.0,143.5,227.65,stable,$223.36 | $200.0 | $220.31,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,484,Reid Boucher,New Jersey Devils,,Y,2013-14 Upper Deck - Young Guns #484 - Reid Boucher,5.1,3.0,2.38,5.1,up,$3.3 | $5.1 | $2.38,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,485,Martin Jones,Los Angeles Kings,,Y,2013-14 Upper Deck - Young Guns #485 - Martin Jones,3.3,7.0,3.3,13.69,down,$3.3 | $5.1 | $5.0,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,486,John Gibson,Anaheim Ducks,,Y,2013-14 Upper Deck - Young Guns #486 - John Gibson,51.36,10.0,14.68,51.36,up,$51.36 | $40.0 | $29.0,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,487,Antti Raanta,Chicago Blackhawks,,Y,2013-14 Upper Deck - Young Guns #487 - Antti Raanta,9.0,6.0,3.3,23.99,stable,$3.3 | $9.0 | $23.99,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,488,Nick Bjugstad,Florida Panthers,,Y,2013-14 Upper Deck - Young Guns #488 - Nick Bjugstad,3.3,8.0,3.3,8.79,down,$3.3 | $5.1 | $6.79,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,489,Scott Laughton,Philadelphia Flyers,,Y,2013-14 Upper Deck - Young Guns #489 - Scott Laughton,12.84,10.0,5.1,16.19,up,$5.1 | $12.84 | $12.48,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,490,Antoine Roussel,Dallas Stars,,Y,2013-14 Upper Deck - Young Guns #490 - Antoine Roussel,2.93,7.0,2.54,5.99,down,$2.93 | $3.3 | $5.1,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,491,Thomas Hickey,New York Islanders,,Y,2013-14 Upper Deck - Young Guns #491 - Thomas Hickey,3.3,4.0,3.28,5.14,stable,$3.3 | $5.1 | $3.28,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,492,Tyler Johnson,Tampa Bay Lightning,,Y,2013-14 Upper Deck - Young Guns #492 - Tyler Johnson,3.3,7.0,3.3,8.06,down,$3.3 | $6.13 | $5.1,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,493,Connor Murphy,Phoenix Coyotes,,Y,2013-14 Upper Deck - Young Guns #493 - Connor Murphy,5.1,7.0,3.19,5.99,stable,$3.3 | $5.1 | $5.71,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,494,Max Reinhart,Calgary Flames,,Y,2013-14 Upper Deck - Young Guns #494 - Max Reinhart,3.3,7.0,3.3,6.61,down,$3.3 | $3.67 | $5.1,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,495,Jordan Schroeder,Vancouver Canucks,,Y,2013-14 Upper Deck - Young Guns #495 - Jordan Schroeder,3.3,4.0,3.3,5.99,down,$3.3 | $5.1 | $3.67,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,496,Matthew Irwin,San Jose Sharks,,Y,2013-14 Upper Deck - Young Guns #496 - Matthew Irwin,,,,,,,
2013-14,2013-14 Upper Deck Young Guns,497,Jerry D'Amigo,Toronto Maple Leafs,,Y,2013-14 Upper Deck - Young Guns #497 - Jerry D'Amigo,7.26,10.0,3.3,12.21,up,$3.3 | $5.1 | $7.26,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,498,Tanner Pearson,Los Angeles Kings,,Y,2013-14 Upper Deck - Young Guns #498 - Tanner Pearson,3.3,8.0,2.99,11.01,down,$3.3 | $5.1 | $5.9,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,499,Hampus Lindholm,Anaheim Ducks,,Y,2013-14 Upper Deck - Young Guns #499 - Hampus Lindholm,3.3,14.0,1.99,12.47,down,$3.3 | $5.1 | $3.32,2026-02-15 02:11
2013-14,2013-14 Upper Deck Young Guns,500,Brendan Gallagher/Petr Mrazek/Aleksander Barkov CL,Montreal Canadiens/Detroit Red Wings/Florida Panthers,,Y,2013-14 Upper Deck - Young Guns #500 - Brendan Gallagher/Petr Mrazek/Aleksander Barkov CL,,,,,,,
2012-13,2012-13 Upper Deck Young Guns,201,Mat Clark,Anaheim Ducks,,Y,2012-13 Upper Deck - Young Guns #201 - Mat Clark,3.3,2.0,2.99,3.3,up,$3.3 | $2.99,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,202,Carter Camper,Boston Bruins,,Y,2012-13 Upper Deck - Young Guns #202 - Carter Camper,4.98,4.0,2.28,4.98,up,$3.3 | $4.98 | $2.28,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,203,Maxime Sauve,Boston Bruins,,Y,2012-13 Upper Deck - Young Guns #203 - Maxime Sauve,3.3,4.0,1.0,3.3,up,$3.3 | $1.0 | $1.46,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,204,Lane MacDermid,Boston Bruins,,Y,2012-13 Upper Deck - Young Guns #204 - Lane MacDermid,2.85,5.0,2.57,6.49,down,$3.3 | $2.85 | $6.49,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,205,Torey Krug,Boston Bruins,,Y,2012-13 Upper Deck - Young Guns #205 - Torey Krug,8.0,11.0,3.12,8.0,up,$3.3 | $5.1 | $8.0,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,206,Michael Hutchinson,Boston Bruins,,Y,2012-13 Upper Deck - Young Guns #206 - Michael Hutchinson,5.1,3.0,1.99,5.1,up,$3.3 | $5.1 | $1.99,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,207,Travis Turnbull,Buffalo Sabres,,Y,2012-13 Upper Deck - Young Guns #207 - Travis Turnbull,5.1,6.0,0.99,5.1,up,$3.3 | $5.1 | $1.25,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,208,Sven Baertschi,Calgary Flames,,Y,2012-13 Upper Deck - Young Guns #208 - Sven Baertschi,3.3,5.0,2.99,10.46,down,$3.3 | $5.1 | $3.85,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,209,Akim Aliu,Calgary Flames,,Y,2012-13 Upper Deck - Young Guns #209 - Akim Aliu,3.3,3.0,1.09,3.3,up,$3.3 | $2.99 | $1.09,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,210,Jeremy Welsh,Carolina Hurricanes,,Y,2012-13 Upper Deck - Young Guns #210 - Jeremy Welsh,3.3,3.0,2.19,3.3,up,$3.3 | $2.32 | $2.19,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,211,Brandon Bollig,Chicago Blackhawks,,Y,2012-13 Upper Deck - Young Guns #211 - Brandon Bollig,2.99,4.0,2.99,8.81,down,$3.3 | $2.99 | $8.81,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,212,Tyson Barrie,Colorado Avalanche,,Y,2012-13 Upper Deck - Young Guns #212 - Tyson Barrie,3.3,3.0,3.3,5.1,down,$3.3 | $5.1 | $4.4,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,213,Mike Connolly,Colorado Avalanche,,Y,2012-13 Upper Deck - Young Guns #213 - Mike Connolly,3.3,8.0,1.5,6.49,stable,$3.3 | $5.1 | $2.28,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,214,Dalton Prout,Columbus Blue Jackets,,Y,2012-13 Upper Deck - Young Guns #214 - Dalton Prout,3.3,2.0,2.99,3.3,up,$3.3 | $2.99,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,215,Cody Goloubef,Columbus Blue Jackets,,Y,2012-13 Upper Deck - Young Guns #215 - Cody Goloubef,5.1,9.0,1.29,5.1,up,$3.3 | $5.1 | $3.66,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,216,Shawn Hunwick,Columbus Blue Jackets,,Y,2012-13 Upper Deck - Young Guns #216 - Shawn Hunwick,5.1,8.0,2.19,5.1,up,$3.3 | $5.1 | $3.76,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,217,Andrew Joudrey,Columbus Blue Jackets,,Y,2012-13 Upper Deck - Young Guns #217 - Andrew Joudrey,5.1,3.0,2.28,5.1,up,$3.3 | $5.1 | $2.28,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,218,Ryan Garbutt,Dallas Stars,,Y,2012-13 Upper Deck - Young Guns #218 - Ryan Garbutt,1.99,6.0,1.39,3.3,stable,$3.3 | $1.99 | $1.39,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,219,Reilly Smith,Dallas Stars,,Y,2012-13 Upper Deck - Young Guns #219 - Reilly Smith,3.3,9.0,3.3,18.63,down,$3.3 | $5.1 | $9.53,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,220,Brenden Dillon,Dallas Stars,,Y,2012-13 Upper Deck - Young Guns #220 - Brenden Dillon,3.3,5.0,1.0,5.1,stable,$3.3 | $2.94 | $5.1,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,221,Scott Glennie,Dallas Stars,,Y,2012-13 Upper Deck - Young Guns #221 - Scott Glennie,3.3,3.0,2.58,3.3,up,$3.3 | $2.58 | $2.99,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,222,Riley Sheahan,Detroit Red Wings,,Y,2012-13 Upper Deck - Young Guns #222 - Riley Sheahan,2.93,7.0,1.99,8.8,down,$2.93 | $3.3 | $5.1,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,223,Philippe Cornet,Edmonton Oilers,,Y,2012-13 Upper Deck - Young Guns #223 - Philippe Cornet,5.1,4.0,2.91,5.1,up,$3.3 | $5.1 | $2.91,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,224,Colby Robak,Florida Panthers,,Y,2012-13 Upper Deck - Young Guns #224 - Colby Robak,2.12,6.0,0.99,3.3,stable,$3.3 | $2.12 | $0.99,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,226,Kristopher Foucault,Minnesota Wild,,Y,2012-13 Upper Deck - Young Guns #226 - Kristopher Foucault,5.1,5.0,2.28,5.1,up,$3.3 | $5.1 | $2.28,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,227,Jason Zucker,Minnesota Wild,,Y,2012-13 Upper Deck - Young Guns #227 - Jason Zucker,5.1,7.0,3.3,19.5,stable,$3.3 | $5.1 | $19.5,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,228,Tyler Cuma,Minnesota Wild,,Y,2012-13 Upper Deck - Young Guns #228 - Tyler Cuma,3.3,3.0,3.3,10.91,down,$3.3 | $10.91 | $5.1,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,229,Chay Genoway,Minnesota Wild,,Y,2012-13 Upper Deck - Young Guns #229 - Chay Genoway,5.1,4.0,1.99,5.1,up,$3.3 | $5.1 | $1.99,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,230,Warren Peters,Minnesota Wild,,Y,2012-13 Upper Deck - Young Guns #230 - Warren Peters,3.3,6.0,1.99,6.49,stable,$3.3 | $5.1 | $3.1,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,231,Gabriel Dumont,Montreal Canadiens,,Y,2012-13 Upper Deck - Young Guns #231 - Gabriel Dumont,3.3,7.0,3.3,10.95,down,$3.3 | $5.1 | $3.3,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,232,Robert Mayer,Montreal Canadiens,,Y,2012-13 Upper Deck - Young Guns #232 - Robert Mayer,3.3,7.0,3.3,8.43,down,$3.3 | $4.99 | $5.1,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,233,Chet Pickard,Nashville Predators,,Y,2012-13 Upper Deck - Young Guns #233 - Chet Pickard,2.93,3.0,2.93,5.1,down,$2.93 | $3.3 | $5.1,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,234,Aaron Ness,New York Islanders,,Y,2012-13 Upper Deck - Young Guns #234 - Aaron Ness,4.48,8.0,0.99,4.48,up,$3.3 | $4.48 | $3.03,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,235,Casey Cizikas,New York Islanders,,Y,2012-13 Upper Deck - Young Guns #235 - Casey Cizikas,7.99,9.0,2.19,7.99,up,$3.3 | $5.1 | $7.99,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,236,Matt Donovan,New York Islanders,,Y,2012-13 Upper Deck - Young Guns #236 - Matt Donovan,3.3,3.0,1.46,3.3,up,$3.3 | $1.46 | $2.58,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,237,Chris Kreider,New York Rangers,,Y,2012-13 Upper Deck - Young Guns #237 - Chris Kreider,19.82,11.0,9.54,62.09,down,$19.82 | $19.95 | $25.69,2026-02-15 02:11
2012-13,2012-13 Upper Deck Young Guns,238,Jakob Silfverberg,Ottawa Senators,,Y,2012-13 Upper Deck - Young Guns #238 - Jakob Silfverberg,11.24,8.0,2.19,11.75,up,$11.24 | $3.3 | $5.1,2026-02-15 02:11
